22 163 0 0
24 140 0 0
25 -76 0 0
25 -127 0 0
27 -44 0 0
28 28 0 0
31 -238 0 0
32 22 0 0
36 148 0 0
39 -166 0 0 
51 61 0 0 
65 -88 0 0
75 166 0 0
75 -95 0 0
79 74 0 0
85 78 0 0
85 -138 0 0
93 14 0 0
95 -59 0 0
98 -26 0 0
108 54 0 0
117 -42 0 0
140 -34 15 3
220 16 13 2.2
230 177 12 1.15
